t_s,sigma_actual_rad,sigma_actual_deg,nom_r_m,nom_alt_m,nom_phi_rad,nom_lam_rad,nom_V_mps,nom_gamma_rad,nom_chi_rad,nom_gamma_deg,nom_chi_deg,rho_lo,rho_hi,q_lo,q_hi,alt_lo,alt_hi,safety_status,layer_indices,r_m_lo,r_m_hi,r_m_width,phi_rad_lo,phi_rad_hi,phi_rad_width,lam_rad_lo,lam_rad_hi,lam_rad_width,V_mps_lo,V_mps_hi,V_mps_width,gamma_rad_lo,gamma_rad_hi,gamma_rad_width,chi_rad_lo,chi_rad_hi,chi_rad_width,heating_qdot_max_lo,heating_qdot_max_hi,heating_Q_max_lo,heating_Q_max_hi
23.25,0.0,0.0,6481157.704670321,103057.7046703212,0.02677997940073866,-3.11400942340241e-06,7521.3494187168,-0.09837265640060983,1.5711527924122723,-5.636338031245547,90.02042397541716,0.0,0.0,0.0,0.0,102907.7046703212,103207.7046703212,inside,,6480817.626714129,6481128.406664091,310.7799499621615,0.026893315586319997,0.027244081595916517,0.0003507660095965204,-0.00017876134560898503,0.00017232681002969825,0.0003510881556386833,7501.57622134255,7541.588604250171,40.01238290762103,-0.101017447671832,-0.09577819970735091,0.005239247964481095,1.567669833834971,1.5746512939342212,0.0069814600992501585,0.0,0.0,0.0,0.0
23.5,0.0,0.0,6480973.0290829055,102873.0290829055,0.027068700409342002,-3.2169654564864065e-06,7521.582413308354,-0.09839782111568694,1.571160563775958,-5.637779863212115,90.02086924175741,0.0,0.0,0.0,0.0,102723.0290829055,103023.0290829055,inside,,6480632.898050501,6480943.67853007,310.7804795689881,0.027182052996308697,0.027532819102642023,0.00035076610633332644,-0.00017886662515216465,0.00017222166152847072,0.00035108828668063534,7501.809288285175,7541.821671873918,40.01238358874252,-0.1010426033324858,-0.09580335533918609,0.005239247993299709,1.5676776892612951,1.5746591498199067,0.006981460558611596,0.0,0.0,0.0,0.0
23.75,0.0,0.0,6480788.300683868,102688.30068386812,0.027357437871256652,-3.322172863729609e-06,7521.815480591766,-0.09842297676187386,1.571168419432349,-5.63922117556955,90.02131933771392,0.0,0.0,0.0,0.0,102538.30068386812,102838.30068386812,inside,,6480448.116587633,6480758.897596815,310.7810091814026,0.02747080686560438,0.0278215730687962,0.0003507662031918199,-0.0001789741809001871,0.00017211423703650722,0.0003510884179366943,7502.042427909673,7542.0548121798,40.01238427012686,-0.10106774992129042,-0.0958285018991596,0.005239248022130813,1.5676856289965044,1.5746670900145645,0.006981461018060076,0.0,0.0,0.0,0.0
24.0,0.0,0.0,6480603.519485593,102503.51948559284,0.027646191792568654,-3.429656296216182e-06,7522.048620557181,-0.0984481233362054,1.5711763593976715,-5.640661968147959,90.02177426421638,0.0,0.0,0.0,0.0,102353.51948559284,102653.51948559284,inside,,6480263.282337916,6480574.063876714,310.78153879754245,0.02775957720029274,0.028110343500465356,0.0003507663001726148,-0.00017908403751435087,0.00017200451189257283,0.0003510885494069237,7502.275640206185,7542.288025157956,40.01238495177131,-0.10109288743528087,-0.09585363938430642,0.005239248050974449,1.5676936530568475,1.574675114534443,0.006981461477595596,0.0,0.0,0.0,0.0
24.25,0.0,0.0,6480418.685500471,102318.68550047092,0.027934962179363733,-3.5394404151806706e-06,7522.28183319474,-0.09847326083571656,1.5711843836881745,-5.642102240777461,90.02223402219579,0.0,0.0,0.0,0.0,102168.68550047092,102468.68550047092,inside,,6480078.395313747,6480389.177382166,310.7820684183389,0.028048364006459162,0.028399130403735474,0.0003507663972763114,-0.00017919621966612853,0.00017189246142525888,0.00035108868109138744,7502.508925164844,7542.521310798522,40.012385633677695,-0.10111801587149238,-0.09587876779166181,0.005239248079830575,1.567701761458596,1.5746832233958137,0.0069814619372177145,0.0,0.0,0.0,0.0
24.5,0.0,0.0,6480233.798740899,102133.79874089919,0.028223749037727293,-3.651549892031487e-06,7522.515118494578,-0.09849838925744255,1.571192492320129,-5.643541993288185,90.0226986125844,0.0,0.0,0.0,0.0,101983.79874089919,102283.79874089919,inside,,6479893.455527528,6480204.238125573,310.7825980447233,0.028337167290188685,0.02868793378469222,0.0003507664945035342,-0.00017931075203719008,0.00017177806095295913,0.0003510888129901492,7502.742282775778,7542.754669091623,40.012386315845106,-0.10114313522696035,-0.09590388711826112,0.005239248108699232,1.5677099542180426,1.5746914166149706,0.006981462396927984,0.0,0.0,0.0,0.0
24.75,0.0,0.0,6480048.85921928,101948.85921928007,0.028512552373744407,-3.766009408374415e-06,7522.748476446821,-0.09852350859841877,1.5712006853098286,-5.644981225510272,90.02316803631578,0.0,0.0,0.0,0.0,101798.85921928007,102098.85921928007,inside,,6479708.462991669,6480019.246119344,310.78312767483294,0.028625987057566016,0.028976753649420935,0.0003507665918549181,-0.00017942765931942638,0.0001716612857838466,0.000351088945103273,7502.975713029108,7542.988100027381,40.01238699827263,-0.10116824549872037,-0.09592899736113995,0.005239248137580421,1.5677182313515037,1.574699694208229,0.006981462856725296,0.0,0.0,0.0,0.0
25.0,0.0,0.0,6479863.8669480225,101763.8669480225,0.028801372193499816,-3.882843656036067e-06,7522.98190704159,-0.09854861885568084,1.5712089626735892,-5.646419937273876,90.02364229432476,0.0,0.0,0.0,0.0,101613.8669480225,101913.8669480225,inside,,6479523.417718582,6479834.201375892,310.78365731053054,0.02891482331467553,0.02926559000400661,0.0003507666893310772,-0.00017954696621497293,0.00017154211121584985,0.0003510890774308228,7503.209215914947,7543.221603595909,40.01238768096209,-0.10119334668380829,-0.09595409851733415,0.005239248166474142,1.5677265928753172,1.574708056191928,0.006981463316610759,0.0,0.0,0.0,0.0
25.25,0.0,0.0,6479678.82193954,101578.8219395401,0.029090208503077915,-4.002077337087481e-06,7523.215410268997,-0.09857372002626455,1.5712173244277492,-5.647858128409161,90.02412138754745,0.0,0.0,0.0,0.0,101428.8219395401,101728.8219395401,inside,,6479338.319720689,6479649.103907639,310.78418694995344,0.029203676067601245,0.02955444285453391,0.00035076678693266375,-0.00017966869743623316,0.0001714205125366294,0.00035108920997286257,7503.442791423401,7543.455179787315,40.01238836391349,-0.10121843877926008,-0.09597919058387969,0.005239248195380394,1.5677350388058438,1.5747165025824281,0.0069814637765843734,0.0,0.0,0.0,0.0
25.5,0.0,0.0,6479493.724206255,101393.72420625482,0.02937906130856275,-4.123735163867611e-06,7523.448986119152,-0.09859881210720592,1.5712257705886694,-5.649295798746302,90.02460531692127,0.0,0.0,0.0,0.0,101243.72420625482,101543.72420625482,inside,,6479153.169010417,6479463.9537270125,310.7847165958956,0.029492545322426816,0.029843312207087136,0.0003507668846603196,-0.00017979287770590214,0.00017129646502355434,0.0003510893427294565,7503.6764395445725,7543.688828591698,40.01238904712591,-0.10124352178211198,-0.09600427355781278,0.005239248224299192,1.5677435691594668,1.5747250333961127,0.006981464236645918,0.0,0.0,0.0,0.0
25.75,0.0,0.0,6479308.573760591,101208.57376059145,0.029667930616038007,-4.247841859006957e-06,7523.6826345821555,-0.09862389509554115,1.571234301172733,-5.650732948115487,90.0250940833849,0.0,0.0,0.0,0.0,101058.57376059145,101358.57376059145,inside,,6478967.965600196,6479278.750846441,310.7852462446317,0.029781431085235545,0.03013219806775024,0.0003507669825146935,-0.0001799195317569902,0.00017116994394367855,0.00035108947570066876,7503.910160268557,7543.922549999155,40.01238973059844,-0.10126859568940036,-0.09602934743616982,0.005239248253230536,1.5677521839525914,1.574733648649388,0.006981464696796502,0.0,0.0,0.0,0.0
26.0,0.0,0.0,6479123.370614983,101023.37061498314,0.029956816431587017,-4.3744221554510815e-06,7523.916355648101,-0.09864896898830665,1.5712429161963457,-5.652169576346913,90.02558768787831,0.0,0.0,0.0,0.0,100873.37061498314,101173.37061498314,inside,,6478782.709502467,6479093.495278366,310.78577589895576,0.030070333362110364,0.030421100442606805,0.0003507670804964412,-0.00018004868433284642,0.00017104092455371718,0.00035108960888656363,7504.143953585439,7544.1563439997735,40.01239041433473,-0.10129366049816187,-0.09605441221598744,0.005239248282174425,1.567760883201646,1.5747423483586815,0.00698146515703546,0.0,0.0,0.0,0.0
26.25,0.0,0.0,6478938.114781868,100838.11478186771,0.03024571876129273,-4.503500796484276e-06,7524.1501493070755,-0.09867403378253901,1.5712516156759355,-5.653605683270792,90.02608613134277,0.0,0.0,0.0,0.0,100688.11478186771,100988.11478186771,inside,,6478597.400729672,6478908.18703523,310.78630555793643,0.030359252159133814,0.03071001933774005,0.0003507671786062358,-0.00018018036018718227,0.00017090938210002313,0.0003510897422872054,7504.377819485301,7544.390210583631,40.01239109833023,-0.1013187162054333,-0.0960794678943024,0.005239248311130901,1.567769666923081,1.5747511325404446,0.00698146561736368,0.0,0.0,0.0,0.0
26.5,0.0,0.0,6478752.8062736895,100652.8062736895,0.03053463761123773,-4.635102535753109e-06,7524.384015549161,-0.09869908947527507,1.571260399627953,-5.655041268717345,90.02658941472082,0.0,0.0,0.0,0.0,100502.8062736895,100802.8062736895,inside,,6478412.039294262,6478722.826129483,310.7868352206424,0.03064818748238807,0.03099895475923281,0.00035076727684473993,-0.0001803145840840953,0.00017077529181856317,0.00035108987590265847,7504.611757958218,7544.6241497408055,40.012391782587656,-0.10134376280825166,-0.09610451446815174,0.005239248340099922,1.5677785351333688,1.5747600012111498,0.00698146607778094,0.0,0.0,0.0,0.0
26.75,0.0,0.0,6478567.445102898,100467.4451028984,0.030823572987504214,-4.769252137290124e-06,7524.61795436443,-0.09872413606355182,1.5712692680688716,-5.656476332516804,90.02709753895631,0.0,0.0,0.0,0.0,100317.4451028984,100617.4451028984,inside,,6478226.625208694,6478537.412573582,310.78736488800496,0.030937139337954913,0.03128790671316754,0.00035076737521263016,-0.0001804513807980928,0.00017063862893489456,0.0003510900097329874,7504.845768994256,7544.858161461362,40.01239246710611,-0.10136880030365418,-0.09612955193457266,0.005239248369081517,1.5677874878490055,1.5747689543872934,0.006981466538287906,0.0,0.0,0.0,0.0
27.0,0.0,0.0,6478382.031281951,100282.03128195088,0.031112524896173985,-4.905974375537545e-06,7524.851965742952,-0.09874917354440646,1.5712782210151865,-5.657910874499414,90.02761050499436,0.0,0.0,0.0,0.0,100132.03128195088,100432.03128195088,inside,,6478041.158485428,6478351.946379988,310.78789456002414,0.031226107731915715,0.03157687520562632,0.0003507674737106038,-0.00018059077511411556,0.00017049936866414105,0.00035109014377825664,7505.079852583476,7545.092245735364,40.01239315188741,-0.10139382868867824,-0.09615458029060256,0.005239248398075685,1.5677965250865087,1.5747779920853933,0.006981466998884578,0.0,0.0,0.0,0.0
27.25,0.0,0.0,6478196.564823309,100096.56482330896,0.03140149334332845,-5.0452940353708804e-06,7525.086049674788,-0.09877420191487642,1.571287258483416,-5.659344894495433,90.0281283137814,0.0,0.0,0.0,0.0,99946.56482330896,100246.56482330896,inside,,6477855.639136934,6478166.42756117,310.78842423669994,0.03151509267035146,0.0318658602426908,0.0003507675723393375,-0.0001807327918275614,0.0001703574862109694,0.0003510902780385308,7505.3140087159345,7545.326402552864,40.01239383692973,-0.10141884796036149,-0.09617959953327905,0.005239248427082441,1.567805646862419,1.5747871143219903,0.006981467459571178,0.0,0.0,0.0,0.0
27.5,0.0,0.0,6478011.045739439,99911.04573943932,0.03169047833504862,-5.187235912122663e-06,7525.3202061499915,-0.0987992211719993,1.571296380490101,-5.660778392335127,90.02865096626513,0.0,0.0,0.0,0.0,99761.04573943932,100061.04573943932,inside,,6477670.067175684,6477980.856129601,310.788953917101,0.03180409415934271,0.03215486183044225,0.0003507676710995389,-0.00018087745574430904,0.00017021295676956564,0.0003510904125138747,7505.548237381678,7545.56063190391,40.01239452223217,-0.10144385811574173,-0.09620460965963994,0.005239248456101797,1.5678148531932998,1.5747963211136478,0.006981467920347928,0.0,0.0,0.0,0.0
27.75,0.0,0.0,6477825.474042817,99725.47404281702,0.03197947987741508,-5.331824811606209e-06,7525.55443515861,-0.0988242313128129,1.571305587051804,-5.662211367848774,90.02917846339454,0.0,0.0,0.0,0.0,99575.47404281702,99875.47404281702,inside,,6477484.442614158,6477795.23209776,310.7894836021587,0.03209311220496962,0.03244387997496151,0.0003507677699918915,-0.0001810247916807417,0.00017006575552361126,0.000351090547204353,7505.7825385707465,7545.794933778544,40.012395207797454,-0.10146885915185697,-0.09622961066672323,0.005239248485133741,1.567824144095736,1.574805612476951,0.00698146838121505,0.0,0.0,0.0,0.0
28.0,0.0,0.0,6477639.849745922,99539.84974592179,0.03226849797650802,-5.479085550139199e-06,7525.788736690686,-0.09884923233435525,1.571314878185111,-5.663643820866666,90.02971080611992,0.0,0.0,0.0,0.0,99389.84974592179,99689.84974592179,inside,,6477298.765464842,6477609.555478134,310.79001329187304,0.032382146813311904,0.032732914682329035,0.0003507678690171309,-0.0001811748244637709,0.0001699158576462596,0.0003510906821100305,7506.016912273176,7546.0293081668,40.01239589362376,-0.10149385106574543,-0.09625460255156715,0.005239248514178285,1.5678335195863355,1.5748149884285085,0.006981468842172989,0.0,0.0,0.0,0.0
28.25,0.0,0.0,6477454.172861239,99354.17286123894,0.03255753263840718,-5.629042954567602e-06,7526.023110736253,-0.09887422423366456,1.57132425390663,-5.6650757512191054,90.03024799539287,0.0,0.0,0.0,0.0,99204.17286123894,99504.17286123894,inside,,6477113.035740229,6477423.826283215,310.79054298531264,0.03267119799044887,0.03302196595862482,0.00035076796817595096,-0.0001813275789308604,0.0001697632383001118,0.0003510908172309722,7506.251358478995,7546.263755058705,40.012396579710185,-0.10151883385444553,-0.0962795853112101,0.005239248543235431,1.5678429796817297,1.5748244489849514,0.006981469303221743,0.0,0.0,0.0,0.0
28.5,0.0,0.0,6477268.44340126,99168.4434012603,0.03284658386919189,-5.781721862289414e-06,7526.25755728534,-0.09889920700777925,1.571333714232992,-5.666507158736406,90.03079003216621,0.0,0.0,0.0,0.0,99018.4434012603,99318.4434012603,inside,,6476927.253452816,6477238.044525499,310.79107268340886,0.03296026574245936,0.033311033809928454,0.0003507680674690941,-0.00018148307993004972,0.00016960787263719328,0.000351090952567243,7506.485877178223,7546.498274444283,40.01239726606036,-0.1015438075149959,-0.09630455894269072,0.005239248572305191,1.5678525243985708,1.5748339941629328,0.0069814697643619805,0.0,0.0,0.0,0.0
28.75,0.0,0.0,6477082.661378483,98982.66137848329,0.033135651674941036,-5.937147121278354e-06,7526.492076327968,-0.09892418065373794,1.5713432591808498,-5.667938043248893,90.03133691739414,0.0,0.0,0.0,0.0,98832.66137848329,99132.66137848329,inside,,6476741.418615106,6477052.210217491,310.79160238523036,0.0332493500754218,0.03360011824231908,0.000350768166897282,-0.00018164135231997817,0.00016944973579892988,0.00035109108811890805,7506.720468360876,7546.732866313547,40.01239795267065,-0.10156877204443536,-0.0963295234430478,0.005239248601387567,1.567862153753535,1.5748436239791284,0.006981470225593256,0.0,0.0,0.0,0.0
29.0,0.0,0.0,6476896.826805411,98796.8268054109,0.033424736061733046,-6.0953435901077695e-06,7526.72666785415,-0.09894914516857944,1.5713528887668797,-5.669368404586903,90.03188865203211,0.0,0.0,0.0,0.0,98646.8268054109,98946.8268054109,inside,,6476555.531239607,6476866.323371699,310.7921320917085,0.03353845099541413,0.03388921926187538,0.0003507682664612502,-0.00018180242096990854,0.0001692888029161238,0.0003510912238860323,7506.95513201696,7546.967530656504,40.01239863954379,-0.10159372743980292,-0.09635447880932037,0.005239248630482557,1.567871867763321,1.5748533384502372,0.006981470686916236,0.0,0.0,0.0,0.0
29.25,0.0,0.0,6476710.939694554,98610.93969455361,0.03371383703564592,-6.256336137974492e-06,7526.961331853896,-0.09897410054934279,1.5713626030077799,-5.670798242580784,90.03244523703687,0.0,0.0,0.0,0.0,98460.93969455361,98760.93969455361,inside,,6476369.591338837,6476680.384000639,310.7926618028432,0.03382756850851387,0.03417833687467561,0.0003507683661617411,-0.00018196631075975103,0.00016912504910893012,0.0003510913598686812,7507.189868136479,7547.202267463157,40.01239932667795,-0.10161867369813783,-0.09637942503854766,0.005239248659590176,1.5678816664446487,1.57486313759298,0.006981471148331364,0.0,0.0,0.0,0.0
29.5,0.0,0.0,6476525.0000584265,98425.00005842652,0.03400295460275718,-6.420149644722578e-06,7527.196068317206,-0.0989990467930672,1.5713724019202713,-5.672227557060898,90.03300667336644,0.0,0.0,0.0,0.0,98275.00005842652,98575.00005842652,inside,,6476183.598925317,6476494.3921168335,310.7931915167719,0.03411670262079805,0.034467471086797555,0.0003507684659995042,-0.0001821330465800871,0.00016895844948683263,0.00035109149606691974,7507.4246767094255,7547.4370767235,40.012400014074046,-0.10164361081647952,-0.09640436212776907,0.005239248688710452,1.5678915498142623,1.5748730214241007,0.006981471609838419,0.0,0.0,0.0,0.0
29.75,0.0,0.0,6476339.007909551,98239.00790955126,0.03429208876914389,-6.586809000867267e-06,7527.430877234075,-0.09902398389679211,1.5713822855210975,-5.673656347857615,90.03357296198017,0.0,0.0,0.0,0.0,98089.00790955126,98389.00790955126,inside,,6475997.554011573,6476308.347732809,310.79372123628855,0.034405853338343236,0.03475662190431853,0.0003507685659752957,-0.00018230265333219338,0.00016878897914862005,0.0003510916324808134,7507.6595577257885,7547.67195842752,40.01240070173117,-0.1016685387918676,-0.09642929007402426,0.005239248717843342,1.5679015178889273,1.5748829899603651,0.006981472071437844,0.0,0.0,0.0,0.0
30.0,0.0,0.0,6476152.963260455,98052.96326045506,0.03458123954088265,-6.756339107618816e-06,7527.66575859449,-0.09904891185755713,1.5713922538270249,-5.675084614801318,90.03414410383871,0.0,0.0,0.0,0.0,97902.96326045506,98202.96326045506,inside,,6475811.456610139,6476122.250861099,310.7942509595305,0.034695020667225504,0.03504578933331539,0.00035076866608988594,-0.0001824751559280655,0.00016861661318236213,0.0003510917691104276,7507.894511175549,7547.906912565199,40.01240138964931,-0.10169345762134191,-0.09645420887435303,0.0052392487469888754,1.5679115706854327,1.5748930432185628,0.006981472533130084,0.0,0.0,0.0,0.0
30.25,0.0,0.0,6475966.866123671,97866.86612367071,0.03487040692404957,-6.92876487690649e-06,7527.900712388434,-0.0990738306724021,1.5714023068548422,-5.676512357722403,90.03472009990396,0.0,0.0,0.0,0.0,97716.86612367071,98016.86612367071,inside,,6475625.306733555,6475936.101514242,310.7947806864977,0.03498420461352047,0.0353349733798645,0.0003507687663440312,-0.00018265057929044213,0.0001684413266653857,0.0003510919059558278,7508.1295370486805,7548.141939126511,40.0124020778303,-0.1017183673019425,-0.09647911852579542,0.005239248776147079,1.56792170822059,1.5749031812155052,0.006981472994915139,0.0,0.0,0.0,0.0
30.5,0.0,0.0,6475780.7165117385,97680.71651173849,0.03515959092472028,-7.104111231402435e-06,7528.13573860588,-0.09909874033836706,1.5714124446213609,-5.677939576451276,90.03530095113918,0.0,0.0,0.0,0.0,97530.71651173849,97830.71651173849,inside,,6475439.104394367,6475749.899704784,310.7953104171902,0.03527340518330322,0.03562417405004174,0.00035076886673852253,-0.00018282894835282894,0.00016826309466425063,0.0003510920430170796,7508.364635335152,7548.377038101425,40.01240276627232,-0.10174326783070961,-0.09650401902539169,0.005239248805317925,1.567931930511233,1.5749134039680264,0.006981473456793452,0.0,0.0,0.0,0.0
30.75,0.0,0.0,6475594.514437203,97494.5144372033,0.035448791548969905,-7.282403104545629e-06,7528.370837236796,-0.09912364085249224,1.5714226671434148,-5.679366270818355,90.03588665850884,0.0,0.0,0.0,0.0,97344.5144372033,97644.5144372033,inside,,6475252.849605124,6475563.645445276,310.795840151608,0.03556262238264838,0.03591339134992251,0.00035076896727413015,-0.0001830102880595223,0.00016808189223472617,0.0003510921802942485,7508.599806024925,7548.612209479901,40.012403454976265,-0.10176815920468367,-0.09652891037018223,0.005239248834501442,1.5679422375742178,1.5749237114929828,0.006981473918765024,0.0,0.0,0.0,0.0
31.0,0.0,0.0,6475408.259912616,97308.25991261564,0.03573800880287309,-7.463665440565792e-06,7528.606008271145,-0.0991485322118181,1.571432974437861,-5.68079244065407,90.03647722297882,0.0,0.0,0.0,0.0,97158.25991261564,97458.25991261564,inside,,6475066.542378385,6475377.338748275,310.7963698906824,0.03585185621763004,0.036202625285581685,0.0003507690679516451,-0.00018319462336563374,0.00016789769442176656,0.0003510923177874003,7508.835049107952,7548.847453251895,40.01240414394306,-0.10179304142090535,-0.09655379255720772,0.005239248863697629,1.5679526294264243,1.5749341038072546,0.006981474380830299,0.0,0.0,0.0,0.0
31.25,0.0,0.0,6475221.9529505335,97121.95295053348,0.036027242692503965,-7.647923194507499e-06,7528.841251698879,-0.09917341441338527,1.5714433665215786,-5.682218085788863,90.03707264551618,0.0,0.0,0.0,0.0,96971.95295053348,97271.95295053348,inside,,6474880.182726711,6475190.9796263445,310.7968996334821,0.036141106694321794,0.03649187586309367,0.0003507691687718792,-0.0001833819792371134,0.00016771047625948734,0.00035109245549660073,7509.070364574183,7549.082769407353,40.01240483316997,-0.10181791447641549,-0.09657866558350901,0.005239248892906473,1.567963106084754,1.5749445809277436,0.006981474842989499,0.0,0.0,0.0,0.0
31.5,0.0,0.0,6475035.593563519,96935.59356351942,0.036316493223936146,-7.835201332254058e-06,7529.076567509947,-0.09919828745423459,1.5714538434114695,-5.683643206053185,90.03767292708935,0.0,0.0,0.0,0.0,96785.59356351942,97085.59356351942,inside,,6474693.770662673,6475004.568092054,310.7974293809384,0.03643037381879671,0.03678114308853232,0.0003507692697356096,-0.00018357238065077445,0.0001675202127711412,0.00035109259342191567,7509.3057524135575,7549.318157936217,40.01240552265972,-0.10184277836825513,-0.09660352944612711,0.005239248922128015,1.5679736675661315,1.5749551428713744,0.006981475305242846,0.0,0.0,0.0,0.0
31.75,0.0,0.0,6474849.1817641435,96749.18176414352,0.036605760403242725,-8.025524830551592e-06,7529.311955694291,-0.09922315133140712,1.5714644051244586,-5.685067801277503,90.03827806866805,0.0,0.0,0.0,0.0,96599.18176414352,96899.18176414352,inside,,6474507.306198847,6474818.104157977,310.79795913025737,0.03671965759712733,0.037070426967970985,0.00035076937084365517,-0.00018376585259431707,0.0001673268789690939,0.000351092731563411,7509.541212616012,7549.553618828423,40.012406212411406,-0.10186763309346554,-0.0966283841421033,0.005239248951362241,1.567984313887504,1.5749657896550948,0.0069814757675907835,0.0,0.0,0.0,0.0
32.0,0.0,0.0,6474662.71756498,96562.71756497957,0.03689504423649627,-8.21891867703308e-06,7529.547416241844,-0.09924800604194411,1.5714750516774931,-5.686491871292292,90.0388880712233,0.0,0.0,0.0,0.0,96412.71756497957,96712.71756497957,inside,,6474320.789347811,6474631.587836696,310.79848888516426,0.03700895803538565,0.03735972750748249,0.00035076947209684156,-0.00018396242006635233,0.00016713044985480036,0.0003510928699211527,7509.776745171472,7549.789152073896,40.01240690242412,-0.10189247864908817,-0.09665322966847903,0.0052392489806091375,1.5679950450658413,1.5749765212958748,0.006981476230033534,0.0,0.0,0.0,0.0
32.25,0.0,0.0,6474476.20097861,96376.20097860973,0.037184344729768816,-8.415407870242405e-06,7529.782949142535,-0.09927285158288703,1.5714857830875433,-5.687915415928041,90.0395029357274,0.0,0.0,0.0,0.0,96226.20097860973,96526.20097860973,inside,,6474134.220122155,6474445.019140798,310.7990186428651,0.03729827513964314,0.037649044713139124,0.00035076957349598065,-0.00018416210807642655,0.00016693090041878028,0.00035109300849520684,7510.012350069859,7550.024757662559,40.012407592699674,-0.1019173150321647,-0.09667806602229595,0.005239249009868746,1.5680058611181364,1.5749873378107073,0.006981476692570876,0.0,0.0,0.0,0.0
32.5,0.0,0.0,6474289.632017621,96189.63201762084,0.037473661889131864,-8.615017419658494e-06,7530.0185543862835,-0.09929768795127752,1.5714965993716017,-5.689338435015248,90.04012266315395,0.0,0.0,0.0,0.0,96039.63201762084,96339.63201762084,inside,,6473947.59853447,6474258.398082875,310.7995484042913,0.037587608915970724,0.03793837859101263,0.0003507696750419051,-0.00018436494164504515,0.00016672820564059442,0.00035109314728563954,7510.248027301089,7550.260435584325,40.012408283236255,-0.101942142239737,-0.09670289320059593,0.005239249039141067,1.5680167620614045,1.574998239216608,0.006981477155203475,0.0,0.0,0.0,0.0
32.75,0.0,0.0,6474103.010694605,96003.0106946053,0.037762995720656355,-8.817772345719337e-06,7530.254231963006,-0.09932251514415748,1.571507500546684,-5.690760928384427,90.0407472544779,0.0,0.0,0.0,0.0,95853.0106946053,96153.0106946053,inside,,6473760.9245973565,6474071.724675526,310.8000781694427,0.037876959370438765,0.03822772914717421,0.00035076977673544757,-0.00018457094580369697,0.00016652234048882017,0.00035109328629251717,7510.483776855069,7550.4961858291035,40.01240897403477,-0.10196696026884712,-0.09672771120042105,0.005239249068426072,1.5680277479126836,1.5750092255306154,0.006981477617931775,0.0,0.0,0.0,0.0
33.0,0.0,0.0,6473916.337022162,95816.33702216204,0.038052346230412676,-9.023697679846224e-06,7530.489981862608,-0.09934733315856895,1.5715184866298284,-5.6921828958660985,90.04137671067546,0.0,0.0,0.0,0.0,95666.33702216204,95966.33702216204,inside,,6473574.198323417,6473884.998931357,310.80060793925077,0.038166326509117054,0.03851709638769451,0.0003507698785774546,-0.00018478014559487825,0.00016631327992102746,0.00035109342551590574,7510.719598721698,7550.732008386794,40.01240966509613,-0.10199176911653736,-0.09675252001881356,0.005239249097723803,1.5680388186890344,1.5750202967697904,0.006981478080755998,0.0,0.0,0.0,0.0
33.25,0.0,0.0,6473729.6110128965,95629.61101289652,0.038341713424470666,-9.232818464467733e-06,7530.725804074992,-0.09937214199155421,1.5715295576380957,-5.693604337290799,90.04201103272413,0.0,0.0,0.0,0.0,95479.61101289652,95779.61101289652,inside,,6473387.419725265,6473698.220862977,310.8011377118528,0.03845571033807483,0.03880648031864361,0.0003507699805687797,-0.00018499256607211687,0.00016610099888375484,0.0003510935649558717,7510.955492890873,7550.967903247291,40.01241035641851,-0.1020165687798502,-0.09677731965281594,0.0052392491270342595,1.5680499744075407,1.5750314529512166,0.006981478543675923,0.0,0.0,0.0,0.0
33.5,0.0,0.0,6473542.83267942,95442.83267941978,0.03863109730889958,-9.445159753044e-06,7530.961698590051,-0.09939694164015575,1.5715407135885693,-5.695025252489075,90.04265022160273,0.0,0.0,0.0,0.0,95292.83267941978,95592.83267941978,inside,,6473200.588815518,6473511.390483006,310.8016674881801,0.038745110863380755,0.03909588094609102,0.0003507700827102625,-0.00018520823229999648,0.00016588547231248508,0.00035109370461248156,7511.191459352479,7551.203870400482,40.01241104800283,-0.10204135925582833,-0.09680211009947089,0.005239249156357442,1.5680612150853082,1.5750426940920004,0.006981479006692215,0.0,0.0,0.0,0.0
33.75,0.0,0.0,6473356.002034348,95256.00203434844,0.038920497889768105,-9.660746610090803e-06,7531.197665397673,-0.09942173210141625,1.5715519544983558,-5.696445641291485,90.04329427829138,0.0,0.0,0.0,0.0,95106.00203434844,95406.00203434844,inside,,6473013.705606796,6473324.507804064,310.8021972682327,0.03903452809110289,0.03938529827610568,0.0003507701850027911,-0.00018542716935418074,0.00016566667513162096,0.00035109384448580173,7511.427498096397,7551.439909836247,40.012411739849995,-0.10206614054151461,-0.09682689135582127,0.005239249185693337,1.5680725407394664,1.5750540202092715,0.006981479469805096,0.0,0.0,0.0,0.0
34.0,0.0,0.0,6473169.119090306,95069.11909030564,0.03920991517314434,-9.879604111203868e-06,7531.433704487738,-0.09944651337237859,1.5715632803845845,-5.697865503528596,90.04394320377152,0.0,0.0,0.0,0.0,94919.11909030564,95219.11909030564,inside,,6472826.77011173,6473137.572838781,310.8027270510793,0.03932396202730872,0.039674732314755934,0.0003507702874472121,-0.00018564940232143766,0.00016544458225446111,0.0003510939845758988,7511.663609112503,7551.676021544461,40.01241243195818,-0.10209091263395217,-0.09685166341891019,0.005239249215041986,1.568083951387167,1.5750654313201817,0.006981479933014789,0.0,0.0,0.0,0.0
