t_s,sigma_actual_rad,sigma_actual_deg,nom_r_m,nom_alt_m,nom_phi_rad,nom_lam_rad,nom_V_mps,nom_gamma_rad,nom_chi_rad,nom_gamma_deg,nom_chi_deg,rho_lo,rho_hi,q_lo,q_hi,alt_lo,alt_hi,safety_status,layer_indices,r_m_lo,r_m_hi,r_m_width,phi_rad_lo,phi_rad_hi,phi_rad_width,lam_rad_lo,lam_rad_hi,lam_rad_width,V_mps_lo,V_mps_hi,V_mps_width,gamma_rad_lo,gamma_rad_hi,gamma_rad_width,chi_rad_lo,chi_rad_hi,chi_rad_width,heating_qdot_max_lo,heating_qdot_max_hi,heating_Q_max_lo,heating_Q_max_hi
73.0,0.6108652381980153,35.0,6443484.40800536,65384.40800535958,0.08460706932138247,-0.00010350678025846768,7601.738672645414,-0.1009582343737149,1.574706302874003,-5.784480736706458,90.22402512732991,0.00015142625354497638,0.00015883143583892567,4352.199593561311,4613.330559385354,65234.40800535958,65534.40800535958,inside,5,6443137.4029568015,6443448.310794592,310.90783779043704,0.08472510808208583,0.08507589527292946,0.00035078719084362386,-0.00028022549184147255,7.090302253490935e-05,0.0003511285143763819,7582.888719449905,7622.971050424984,40.08233097507946,-0.10353808752630794,-0.09829481482800839,0.00524327269829955,1.5712490926408111,1.5782321480430652,0.006983055402254079,186471.1772725909,1010919.7406451791,46617.794318147724,252729.93516129476
73.25,0.6108652381980153,35.0,6443292.869242605,65192.86924260482,0.08490050423441178,-0.00010465822837596918,7602.929299025896,-0.1009164786021118,1.574740601337925,-5.782088307223288,90.22599028455642,0.00015531729756528315,0.00016289520780775612,4465.435733015889,4732.842977055833,65042.86924260482,65342.86924260482,inside,5,6442945.912568027,6443256.82158285,310.9090148229152,0.08501859883400845,0.08536938611670143,0.0003507872826929853,-0.00028138754210234275,6.97414747396507e-05,0.00035112901684199345,7584.1029417028685,7624.186972535427,40.08403083255871,-0.103494683396824,-0.0982513141018377,0.005243369294986297,1.5712837022701853,1.5782667957463148,0.006983093476129465,188940.7451169935,1024250.3328617136,47235.18627924837,256062.5832154284
73.5,0.6108652381980153,35.0,6443101.37944257,65001.3794425698,0.08519399503276587,-0.00010582002732809542,7604.144357901648,-0.10087302684002039,1.574775229556616,-5.7795987046430435,90.22797433533947,0.00015929840130510364,0.00016705263025622378,4581.361937482565,4855.182330015907,64851.3794425698,65151.3794425698,inside,5,6442754.473751346,6443065.383959841,310.9102084953338,0.08531214646559651,0.08566293383903441,0.0003507873734378969,-0.0002825600526590583,6.856947439078741e-05,0.00035112952704984576,7585.342147315194,7625.427915322628,40.085768007434126,-0.10344954467929572,-0.09820607669838975,0.005243467980905969,1.571318646758383,1.5783017791514997,0.006983132393116653,191438.89193137552,1037734.5486325943,47859.72298284388,259433.63715814857
73.75,0.6108652381980153,35.0,6442909.941222958,64809.94122295827,0.08548754271024513,-0.00010699228270873372,7605.384418524417,-0.10082783945843353,1.5748101930462537,-5.777009658390869,90.22997759573276,0.0001633713620192326,0.00017130556343353533,4700.035351782305,4980.408404027395,64659.94122295827,64959.94122295827,inside,5,6442563.08918728,6442874.000606473,310.91141919232905,0.08560575199374149,0.08595653945678765,0.00035078746304616215,-0.0002837431310810014,6.738691409083634e-05,0.00035113004517183774,7586.606916782227,7626.6944599934695,40.08754321124252,-0.10340263094471479,-0.09815906214958024,0.0052435687951345455,1.5713539317148741,1.5783371038841096,0.0069831721692354964,193965.9247157527,1051374.0319840638,48491.48117893818,262843.50799601595
74.0,0.6108652381980153,35.0,6442718.557264487,64618.55726448726,0.0857811482837252,-0.00010817510200141112,7606.650061740567,-0.10078087600902459,1.5748454974241501,-5.774318850948361,90.23200038758456,0.00016753800368804123,0.00017565589507038325,4821.514148652856,5108.582054716433,64468.55726448726,64768.55726448726,inside,5,6442371.761620765,6442682.6742680725,310.9126473078504,0.08589941645887902,0.08625020401036386,0.0003507875514848352,-0.00028493688686745215,6.619368451589008e-05,0.00035113057138334223,7587.8978423717335,7627.98719953762,40.08935716588621,-0.10335390093142095,-0.09811022915412176,0.005243671777299189,1.5713895628511145,1.5783727756718304,0.0069832128207159005,196522.15426687806,1065170.4472194246,49130.538566719515,266292.61180485616
74.25,0.6108652381980153,35.0,6442527.230312287,64427.230312286876,0.08607481279362555,-0.00010936859461781794,7607.941880174006,-0.100732095210542,1.5748811484097067,-5.77152391707403,90.23404303859243,0.0001718001770659696,0.0001801055404234578,4945.857541267038,5239.765220471643,64277.230312286876,64577.230312286876,inside,5,6442180.493862568,6442491.407755813,310.91389324422926,0.08619314092546489,0.0865439285641851,0.0003507876387202069,-0.0002861414314867072,6.49896743765516e-05,0.00035113110586325883,7589.215528307691,7629.306738911368,40.0912106036767,-0.10330331253138898,-0.09805953556380947,0.005243776967579508,1.571425545981468,1.5784088003454642,0.00698325436399605,199107.89524411253,1079125.479269984,49776.97381102813,269781.369817496
74.5,0.6108652381980153,35.0,6442335.963177328,64235.963177328,0.0863685373043854,-0.0001105728719368998,7609.260478409991,-0.10068145493509537,1.5749171518253353,-5.768622443017558,90.23610588235601,0.00017615975971184848,0.00018465644230108316,5073.125795651181,5374.020935233571,64085.963177328,64385.963177328,inside,5,6441989.288790756,6442300.203948165,310.91515740938485,0.0864869264824582,0.08683771420717593,0.00035078772471772157,-0.00028735687841576494,6.377477037830187e-05,0.00035113164879406683,7590.560590954871,7630.653695222228,40.093104267356466,-0.10325082277641176,-0.0980069383697031,0.005243884406708657,1.5714618870240924,1.5784451838398124,0.006983296815719964,201723.46623639055,1093240.8340518,50430.86655909764,273310.20851295
74.75,0.6108652381980153,35.0,6442144.75873788,64044.758737879805,0.08666232290494688,-0.0001117880473445164,7610.606473179733,-0.10062891219433817,1.5749535135973418,-5.765611965728121,90.2381892584276,0.0001806186560000046,0.00018931057106888097,5203.380242986613,5511.413341156971,63894.758737879805,64194.758737879805,inside,5,6441798.149352172,6442109.065792394,310.916440221481,0.08678077424381198,0.087131562053254,0.0003507878094420186,-0.00028858334318057643,6.254885718130257e-05,0.000351132200361879,7591.933659004116,7632.028697914237,40.09503891012082,-0.10319638782418461,-0.09795239368821074,0.005243994135973873,1.5714985920017814,1.5784819321945187,0.006983340192737275,204369.1898302503,1107518.238828022,51092.29745756258,276879.5597070055
75.0,0.6108652381980153,35.0,6441953.619940996,63853.61994099617,0.08695617070924562,-0.00011301423627366567,7611.980493545675,-0.10057442312555166,1.5749902397567694,-5.762489972057056,90.24029351236052,0.00018517879711113248,0.00019406992463443431,5336.6832917780575,5652.007701129659,63703.61994099617,64003.61994099617,inside,5,6441607.078563961,6441917.996306064,310.9177421024069,0.087074685348971,0.08742547324182788,0.00035078789285687695,-0.00028982094339685834,6.131181735963608e-05,0.0003511327607564944,7593.335373658175,7633.43238895382,40.09701529564518,-0.10313996294429603,-0.09789585674707924,0.005244106197216797,1.5715356670427674,1.5785190515548682,0.006983384512100788,207045.392678934,1121959.442576912,51761.3481697335,280489.860644228
75.25,0.6108652381980153,35.0,6441762.549804032,63662.54980403185,0.08725008185670866,-0.00011425155624527036,7613.383181087346,-0.1005179429776355,1.5750273364402,-5.759253897955185,90.24241899575503,0.00018984214100182845,0.00019893652840979894,5473.098439870484,5795.870411128239,63512.54980403185,63812.54980403185,inside,5,6441416.079515105,6441726.998578593,310.9190634880215,0.08736866096337725,0.08771944893830246,0.0003507879749252013,-0.0002910697988114663,6.006353135998569e-05,0.000351133330171452,7594.76638881802,7634.865423016099,40.09903419807961,-0.10308150250413063,-0.09783728187129727,0.005244220632833363,1.5715731183814763,1.5785565481725414,0.006983429791065143,209752.40557253105,1136566.2163653644,52438.10139313276,284141.5540913411
75.5,0.6108652381980153,35.0,6441571.5514161885,63471.55141618848,0.0875440575127597,-0.00011550012690952459,7614.815190087676,-0.10045942609701071,1.5750648098905071,-5.755901127665114,90.24456606630142,0.0001946106723516759,0.00020391243525071367,5612.690286295941,5943.069012391269,63321.55141618848,63621.55141618848,inside,5,6441225.1553680105,6441536.07577283,310.92040481977165,0.08766270227898246,0.08801349033459147,0.00035078805560900816,-0.00029233003134432323,5.880387745976036e-05,0.0003511339088040836,7596.227371269479,7636.328467671542,40.101096402063376,-0.10302095995469031,-0.09777662246891694,0.005244337485773368,1.5716109523592328,1.5785944284063154,0.006983476047082604,212490.5635091556,1151340.3537278688,53122.6408772889,287835.0884319672
75.75,0.6108652381980153,35.0,6441380.627940094,63280.6279400941,0.08783809886933183,-0.00011676007008779576,7616.277187719631,-0.100398825913441,1.575102666457561,-5.752428992908851,90.24673508782045,0.00019948640248663066,0.00020899972537122345,5755.5245429279885,6093.672203386565,63130.6279400941,63430.6279400941,inside,5,6441034.309360115,6441345.2311266605,310.92176654562354,0.08795681051476818,0.08830759864963762,0.0003507881348694397,-0.0002936017651308999,5.753273172466789e-05,0.00035113449685556777,7597.71900087008,7637.822203572796,40.10320270271586,-0.10295828781633999,-0.09771383101680046,0.005244456799539526,1.571649175424913,1.578632698722716,0.0069835232978030515,215260.20576708944,1166283.6710505632,53815.05144177236,291570.9177626408
