trajectory_id,num_logged_steps,num_heat_infeasible_guidance_cycles,any_heat_infeasible_guidance_cycle,interval_failure_detected,interval_failure_time_s,interval_failure_kind,interval_failure_reason,nominal_continuation_duration_s,nominal_continuation_steps,interval_recenter_count,interval_recenter_width_count,interval_recenter_cadence_count,interval_split_count,interval_split_width_count,interval_split_denominator_v_count,interval_split_denominator_cos_gamma_count,interval_split_denominator_cos_phi_count,sim_terminated_by_nominal_heat,termination_reason,success_csv_path,failed_heat_step_csv_path
traj_000,1305,0,0,0,,,,0.0,0,8,8,0,0,0,0,0,0,0,nominal_speed_too_low,trajectory_success.csv,trajectory_failed_heat_steps.csv
