step,t_s,thruster
3085,771.25,POD0_RNEG
3085,771.25,POD1_RNEG
3085,771.25,POD2_RNEG
3085,771.25,POD3_RNEG
3091,772.75,POD0_RNEG
3091,772.75,POD1_RNEG
3091,772.75,POD2_RNEG
3091,772.75,POD3_RNEG
3105,776.25,POD0_RPOS
3105,776.25,POD1_RPOS
3105,776.25,POD2_RPOS
3105,776.25,POD3_RPOS
3112,778.0,POD0_RPOS
3112,778.0,POD1_RPOS
3112,778.0,POD2_RPOS
3112,778.0,POD3_RPOS
3120,780.0,POD0_RNEG
3120,780.0,POD1_RNEG
3120,780.0,POD2_RNEG
3120,780.0,POD3_RNEG
3121,780.25,POD0_RNEG
3121,780.25,POD1_RNEG
3121,780.25,POD2_RNEG
3121,780.25,POD3_RNEG
3126,781.5,POD0_RNEG
3126,781.5,POD1_RNEG
3126,781.5,POD2_RNEG
3126,781.5,POD3_RNEG
3127,781.75,POD0_RNEG
3127,781.75,POD1_RNEG
3127,781.75,POD2_RNEG
3127,781.75,POD3_RNEG
3140,785.0,POD0_RPOS
3140,785.0,POD1_RPOS
3140,785.0,POD2_RPOS
3140,785.0,POD3_RPOS
3141,785.25,POD0_RPOS
3141,785.25,POD1_RPOS
3141,785.25,POD2_RPOS
3141,785.25,POD3_RPOS
3147,786.75,POD0_RPOS
3147,786.75,POD1_RPOS
3147,786.75,POD2_RPOS
3147,786.75,POD3_RPOS
3156,789.0,POD0_RNEG
3156,789.0,POD1_RNEG
3156,789.0,POD2_RNEG
3156,789.0,POD3_RNEG
3162,790.5,POD0_RNEG
3162,790.5,POD1_RNEG
3162,790.5,POD2_RNEG
3162,790.5,POD3_RNEG
3176,794.0,POD0_RPOS
3176,794.0,POD1_RPOS
3176,794.0,POD2_RPOS
3176,794.0,POD3_RPOS
3183,795.75,POD0_RPOS
3183,795.75,POD1_RPOS
3183,795.75,POD2_RPOS
3183,795.75,POD3_RPOS
3192,798.0,POD0_RNEG
3192,798.0,POD1_RNEG
3192,798.0,POD2_RNEG
3192,798.0,POD3_RNEG
3198,799.5,POD0_RNEG
3198,799.5,POD1_RNEG
3198,799.5,POD2_RNEG
3198,799.5,POD3_RNEG
3212,803.0,POD0_RPOS
3212,803.0,POD1_RPOS
3212,803.0,POD2_RPOS
3212,803.0,POD3_RPOS
3218,804.5,POD0_RPOS
3218,804.5,POD1_RPOS
3218,804.5,POD2_RPOS
3218,804.5,POD3_RPOS
3227,806.75,POD0_RNEG
3227,806.75,POD1_RNEG
3227,806.75,POD2_RNEG
3227,806.75,POD3_RNEG
3233,808.25,POD0_RNEG
3233,808.25,POD1_RNEG
3233,808.25,POD2_RNEG
3233,808.25,POD3_RNEG
3247,811.75,POD0_RPOS
3247,811.75,POD1_RPOS
3247,811.75,POD2_RPOS
3247,811.75,POD3_RPOS
3254,813.5,POD0_RPOS
3254,813.5,POD1_RPOS
3254,813.5,POD2_RPOS
3254,813.5,POD3_RPOS
3263,815.75,POD0_RNEG
3263,815.75,POD1_RNEG
3263,815.75,POD2_RNEG
3263,815.75,POD3_RNEG
3269,817.25,POD0_RNEG
3269,817.25,POD1_RNEG
3269,817.25,POD2_RNEG
3269,817.25,POD3_RNEG
3283,820.75,POD0_RPOS
3283,820.75,POD1_RPOS
3283,820.75,POD2_RPOS
3283,820.75,POD3_RPOS
3289,822.25,POD0_RPOS
3289,822.25,POD1_RPOS
3289,822.25,POD2_RPOS
3289,822.25,POD3_RPOS
3298,824.5,POD0_RNEG
3298,824.5,POD1_RNEG
3298,824.5,POD2_RNEG
3298,824.5,POD3_RNEG
3304,826.0,POD0_RNEG
3304,826.0,POD1_RNEG
3304,826.0,POD2_RNEG
3304,826.0,POD3_RNEG
3318,829.5,POD0_RPOS
3318,829.5,POD1_RPOS
3318,829.5,POD2_RPOS
3318,829.5,POD3_RPOS
3325,831.25,POD0_RPOS
3325,831.25,POD1_RPOS
3325,831.25,POD2_RPOS
3325,831.25,POD3_RPOS
3334,833.5,POD0_RNEG
3334,833.5,POD1_RNEG
3334,833.5,POD2_RNEG
3334,833.5,POD3_RNEG
3340,835.0,POD0_RNEG
3340,835.0,POD1_RNEG
3340,835.0,POD2_RNEG
3340,835.0,POD3_RNEG
3354,838.5,POD0_RPOS
3354,838.5,POD1_RPOS
3354,838.5,POD2_RPOS
3354,838.5,POD3_RPOS
3361,840.25,POD0_RPOS
3361,840.25,POD1_RPOS
3361,840.25,POD2_RPOS
3361,840.25,POD3_RPOS
3369,842.25,POD0_RNEG
3369,842.25,POD1_RNEG
3369,842.25,POD2_RNEG
3369,842.25,POD3_RNEG
3370,842.5,POD0_RNEG
3370,842.5,POD1_RNEG
3370,842.5,POD2_RNEG
3370,842.5,POD3_RNEG
3375,843.75,POD0_RNEG
3375,843.75,POD1_RNEG
3375,843.75,POD2_RNEG
3375,843.75,POD3_RNEG
3376,844.0,POD0_RNEG
3376,844.0,POD1_RNEG
3376,844.0,POD2_RNEG
3376,844.0,POD3_RNEG
3389,847.25,POD0_RPOS
3389,847.25,POD1_RPOS
3389,847.25,POD2_RPOS
3389,847.25,POD3_RPOS
3390,847.5,POD0_RPOS
3390,847.5,POD1_RPOS
3390,847.5,POD2_RPOS
3390,847.5,POD3_RPOS
3396,849.0,POD0_RPOS
3396,849.0,POD1_RPOS
3396,849.0,POD2_RPOS
3396,849.0,POD3_RPOS
3405,851.25,POD0_RNEG
3405,851.25,POD1_RNEG
3405,851.25,POD2_RNEG
3405,851.25,POD3_RNEG
3411,852.75,POD0_RNEG
3411,852.75,POD1_RNEG
3411,852.75,POD2_RNEG
3411,852.75,POD3_RNEG
3425,856.25,POD0_RPOS
3425,856.25,POD1_RPOS
3425,856.25,POD2_RPOS
3425,856.25,POD3_RPOS
3432,858.0,POD0_RPOS
3432,858.0,POD1_RPOS
3432,858.0,POD2_RPOS
3432,858.0,POD3_RPOS
3441,860.25,POD0_RNEG
3441,860.25,POD1_RNEG
3441,860.25,POD2_RNEG
3441,860.25,POD3_RNEG
3447,861.75,POD0_RNEG
3447,861.75,POD1_RNEG
3447,861.75,POD2_RNEG
3447,861.75,POD3_RNEG
3461,865.25,POD0_RPOS
3461,865.25,POD1_RPOS
3461,865.25,POD2_RPOS
3461,865.25,POD3_RPOS
3467,866.75,POD0_RPOS
3467,866.75,POD1_RPOS
3467,866.75,POD2_RPOS
3467,866.75,POD3_RPOS
3476,869.0,POD0_RNEG
3476,869.0,POD1_RNEG
3476,869.0,POD2_RNEG
3476,869.0,POD3_RNEG
