run_id,step,t,r_lo,r_hi,phi_lo,phi_hi,lam_lo,lam_hi,V_lo,V_hi,gamma_lo,gamma_hi,chi_lo,chi_hi,rho_lo,rho_hi,q_lo,q_hi
668abc4e-780d-47a7-ae1a-1384dd9d08d0,19,4.75,6432529.788634062,6436923.221250897,0.3058684077170648,0.31606683219911974,0.9994362640089484,1.0105494086855362,7641.067826127217,7878.696405662263,-0.09187251735368632,-0.08311150232292502,1.4856510916465318,1.660777033551611,0.00033968498543145587,0.0006401694244191803,9916.40977168215,19868.892670419253
668abc4e-780d-47a7-ae1a-1384dd9d08d0,20,5.0,6432349.084174337,6436764.638810148,0.30616272772723274,0.3163719804529889,0.9994074145407802,1.0105767116677815,7643.5402283329595,7883.591879500226,-0.09193568000195218,-0.08306595285034145,1.4857614304512539,1.6609241438107578,0.0003463182127789972,0.0006539995121297069,10116.596934548197,20323.368680846266
668abc4e-780d-47a7-ae1a-1384dd9d08d0,21,5.25,6432168.1434710715,6436606.091796785,0.3064571445984019,0.3166773280486773,0.999378496269863,1.0106039998911422,7646.058125114396,7888.595224771057,-0.09199967516292376,-0.08301902802160097,1.4858722149782915,1.6610725182766493,0.0003530669282881303,0.000668122482030522,10320.535544134373,20788.60918754953
668abc4e-780d-47a7-ae1a-1384dd9d08d0,22,5.5,6431986.962258626,6436447.5819440475,0.3067516600186447,0.31698287922259516,0.9993495083102751,1.0106312735458802,7648.622352715429,7893.709022722341,-0.09206452313072423,-0.0829706965643294,1.4859834507662564,1.661222185134373,0.00035993279268807017,0.0006825447784029078,10528.29043928045,21264.9017142275
668abc4e-780d-47a7-ae1a-1384dd9d08d0,23,5.75,6431805.536163919,6436289.111031659,0.30704627570660764,0.317288638312569,0.9993204497543126,1.01065853282785,7651.23376111493,7898.935924584307,-0.09213024476135269,-0.08292092642497385,1.4860951434035585,1.6613731733389554,0.0003669174798181461,0.0006972730078888779,10739.927452753729,21752.543192499186
668abc4e-780d-47a7-ae1a-1384dd9d08d0,24,6.0,6431623.860703306,6436130.680887245,0.30734099341199,0.3175946097605934,0.9992913196718464,1.0106857779386658,7653.893214204247,7904.278653897821,-0.0921968614918379,-0.08286968474531423,1.486207298527205,1.6615255126411648,0.00037402267627308756,0.0007123139446190227,10955.51342117781,22251.840346160632
668abc4e-780d-47a7-ae1a-1384dd9d08d0,25,6.25,6431441.931279348,6435972.293387807,0.30763581491602693,0.31790079811567395,0.9992621171096575,1.0107130090858767,7656.601589964803,7909.740008938901,-0.09226439536019956,-0.08281693783807881,1.4863199218214946,1.6616792336143966,0.00038125008102020993,0.0007276745355456019,11175.11619470403,22763.11009433076
668abc4e-780d-47a7-ae1a-1384dd9d08d0,26,6.5,6431259.743177458,6435813.950461256,0.3079307420319778,0.3182072080367656,0.9992328410907472,1.010740226483147,7659.359780645614,7915.322865244563,-0.0923328690262577,-0.08276265116162157,1.4864330190166017,1.661834367682697,0.0003886014049868424,0.000743361905990787,11398.80464638601,23286.679974563704
668abc4e-780d-47a7-ae1a-1384dd9d08d0,27,6.75,6431077.291562431,6435655.65408799,0.3082257766056192,0.3185138442958103,0.9992034906136221,1.0107674303504437,7662.1686929405705,7921.030178245082,-0.0924023057933329,-0.0827067892936164,1.4865465958870459,1.6619909471499814,0.00039607837061715135,0.0007593833654203836,11626.648681241144,23822.88858707096
668abc4e-780d-47a7-ae1a-1384dd9d08d0,28,7.0,6430894.571474843,6435497.406302535,0.30852092051574237,0.31882071178087845,0.9991740646515532,1.0107946209142307,7665.029248165295,7926.864986008048,-0.09247272963088288,-0.0826493159037212,1.4866606582500383,1.662149005230511,0.0004036827113959766,0.0007757464134547538,11858.71924493741,24372.086061296726
668abc4e-780d-47a7-ae1a-1384dd9d08d0,29,7.25,6430711.577827318,6435339.209195253,0.3088161756746555,0.31912781549941766,0.9991445621518071,1.0108217984076715,7667.9423824333835,7932.830412099915,-0.09254416519812335,-0.0825901937251618,1.4867752119637034,1.6623085760806904,0.00041141617133869514,0.0007924587461278588,12095.088332084275,24934.634546125715
668abc4e-780d-47a7-ae1a-1384dd9d08d0,30,7.5,6430528.305400657,6435181.0649141045,0.3091115440286903,0.3194351605816146,0.9991149820348482,1.0108489630708393,7670.9090468318245,7938.929668571086,-0.09261663786868411,-0.08252938452518309,1.4868902629251646,1.6624696948322588,0.0004192805044451632,0.000809528262406942,12335.828994077641,25510.90872511845
668abc4e-780d-47a7-ae1a-1384dd9d08d0,31,7.75,6430344.748839817,6435022.975666476,0.3094070275587124,0.31974275228387383,0.9990853231935107,1.0108761151509338,7673.93020759537,7945.16605907091,-0.09269017375635415,-0.08246684907431148,1.487005817068491,1.6626323976269448,0.00042727747411607463,0.000826963070986727,12581.015346456465,26101.29635828238
668abc4e-780d-47a7-ae1a-1384dd9d08d0,32,8.0,6430160.902649742,6434864.943721088,0.30970262828063677,0.32005059599241936,0.9990555844921396,1.0109032549025088,7677.006846279617,7951.542982099377,-0.092764799741973,-0.08240254711436974,1.4871218803624977,1.6627967216526653,0.00043540885252966094,0.0008447714973712356,12830.722575715878,26706.198851939247
668abc4e-780d-47a7-ae1a-1384dd9d08d0,33,8.25,6429976.761191028,6434706.971409959,0.3099983482459461,0.3203586972270238,0.9990257647656978,1.0109303825877067,7680.1399599325505,7958.063934402709,-0.09284054350152902,-0.0823364373251816,1.48723845880839,1.66296270518135,0.0004436764199770338,0.0008629620912579951,13085.026945531774,27326.031858383725
668abc4e-780d-47a7-ae1a-1384dd9d08d0,34,8.5,6429792.318675433,6434549.061130461,0.3102941895422135,0.3206670616448712,0.998995862818839,1.0109574984765042,7683.330561264262,7964.732514520451,-0.09291743353552867,-0.08226847728990011,1.4873555584372475,1.6631303876084795,0.00045208196415389676,0.0008815436342402811,13344.005802333935,27961.225907144522
668abc4e-780d-47a7-ae1a-1384dd9d08d0,35,8.75,6429607.569161196,6434391.215347443,0.3105901542936285,0.32097569504455914,0.9989658774249442,1.0109846028469653,7686.579678814556,7971.552426492179,-0.0929954991997053,-0.08219862345888945,1.4874731853073386,1.6632998094944318,0.0004606272794066694,0.000900525147844436,13607.737580173174,28612.22706979944
668abc4e-780d-47a7-ae1a-1384dd9d08d0,36,9.0,6429422.506548184,6434233.436595435,0.31088624466152637,0.32128460337024706,0.9989358073251202,1.0110116959855073,7689.888357118131,7978.527483732398,-0.09307477073713988,-0.08212683111208603,1.4875913455012555,1.663471012607734,0.0004693141659306684,0.0009199159019188059,13876.301804814862,29279.4976603833
668abc4e-780d-47a7-ae1a-1384dd9d08d0,37,9.25,6429237.12457284,6434075.72748095,0.31118246284492046,0.32159379271595623,0.9989056512271579,1.0110387781871755,7693.2576568669865,7985.6616130827915,-0.09315527931187065,-0.08205305431975983,1.4877100451228653,1.6636440399703274,0.0004781444289179071,0.0009397254233937523,14149.779096987642,29963.51697363212
668abc4e-780d-47a7-ae1a-1384dd9d08d0,38,9.5,6429051.416802933,6433918.09068486,0.3114788110810374,0.32190326933002944,0.9988754078044492,1.0110658497559293,7696.688655069707,7992.958859051506,-0.0932370570440737,-0.08197724590159251,1.4878292902940637,1.6638189359049587,0.0004871198776522194,0.0009599635054315552,14428.251174718775,30664.782063407485
668abc4e-780d-47a7-ae1a-1384dd9d08d0,39,9.75,6428865.3766321,6433760.528964881,0.31177529164585466,0.3222130396197574,0.9988450756948595,1.0110929110049414,7700.182445207233,8000.423388249808,-0.09332013704690151,-0.08189935738398336,1.4879490871513252,1.6639957460848136,0.0004962423245488282,0.000980640216987851,14711.800854668834,31383.80856386614
668abc4e-780d-47a7-ae1a-1384dd9d08d0,40,10.0,6428678.997274149,6433603.045158144,0.31207190685464026,0.32252311015617924,0.9988146534995545,1.011119962256908,7703.740137384699,8008.059494037106,-0.09340455346507219,-0.08181933895548879,1.4880694418420382,1.6641745175855263,0.0005055135841359124,0.001001765912806925,15000.512052389422,32121.131556103235
668abc4e-780d-47a7-ae1a-1384dd9d08d0,41,10.25,6428492.271757151,6433445.6421838775,0.31236865906249445,0.3228334876790661,0.998784139781778,1.0111470038443726,7707.362858478905,8015.871601386019,-0.09349034151530818,-0.08173713942029506,1.4881903605206153,1.6643552989396955,0.0005149354719750885,0.001023351243873407,15294.469781406882,32877.30648315889
668abc4e-780d-47a7-ae1a-1384dd9d08d0,42,10.5,6428305.19291727,6433288.323046191,0.3126655506648926,0.32314417910209553,0.9987535330655797,1.011174036110063,7711.051752280952,8023.864271979973,-0.09357753752872937,-0.08165270614961774,1.488311849344369,1.664538140194056,0.0005245098035179211,0.0010454071683467167,15593.760151038712,33652.910116565545
668abc4e-780d-47a7-ae1a-1384dd9d08d0,43,10.75,6428117.753392343,6433131.090836977,0.31296258409822925,0.3234551915182265,0.9987228318344878,1.0112010594072423,7714.807979633526,8032.042209556576,-0.09366617899531296,-0.08156598503091442,1.4884339144691399,1.6647230929694594,0.0005342383928949986,0.0010679449630041562,15898.470362829887,34448.54157778063
668abc4e-780d-47a7-ae1a-1384dd9d08d0,44,11.0,6427929.945615189,6432973.948738928,0.31325976184036275,0.3237665322052844,0.9986920345301277,1.0112280741000765,7718.632718562301,8040.41026551096,-0.09375630461053931,-0.08147692041479002,1.4885565620446661,1.6649102105238305,0.0005441230516346949,0.0010909762352219023,16208.688705511277,35264.82341815303
668abc4e-780d-47a7-ae1a-1384dd9d08d0,45,11.25,6427741.761806628,6432816.9000286795,0.3135570864111599,0.3240782086317665,0.9986611395507787,1.0112550805640155,7722.527164400886,8048.9734447741685,-0.09384795432435145,-0.08138545505946615,1.488679798209684,1.6650995478182742,0.0005541655873076793,0.0011145129355229623,16524.504548347937,36102.40276127931
668abc4e-780d-47a7-ae1a-1384dd9d08d0,46,11.5,6427553.193968204,6432659.948080079,0.3138545603730404,0.32439022846287824,0.998630145249871,1.0112820791861923,7726.492529908696,8057.7369119827345,-0.09394116939256418,-0.08129153007267752,1.4888036290867428,1.6652911615865258,0.0005643678020938216,0.0011385673707258773,16846.008332759666,36961.952511989824
668abc4e-780d-47a7-ae1a-1384dd9d08d0,47,11.75,6427364.233874594,6432503.096367595,0.3141521863315199,0.32470259956681213,0.9985990499344152,1.011309070365839,7730.530045381098,8066.705997956658,-0.09403599243086841,-0.08119508485084942,1.4889280607767255,1.6654851104079431,0.0005747314912672381,0.0011631522177273294,17173.29156206595,37844.172636437426
668abc4e-780d-47a7-ae1a-1384dd9d08d0,48,12.0,6427174.873065681,6432346.348469869,0.3144499669357524,0.3250153300212815,0.998567851863363,1.0113360545147212,7734.640958751125,8075.886206504194,-0.0941324674715858,-0.08109605701540054,1.4890530993530566,1.6656814547842602,0.0005852584415957859,0.0011882805379559043,17506.446789220623,38749.79151816862
668abc4e-780d-47a7-ae1a-1384dd9d08d0,49,12.25,6426985.102838277,6432189.708073416,0.3147479048790692,0.32532842812032153,0.998536549245896,1.0113630320575915,7738.826535682022,8085.283221573126,-0.0942306400233401,-0.08099438234600471,1.4891787508555865,1.6658802572203326,0.0005959504296504867,0.0012139657925368007,17845.567602373067,39679.56739543949
668abc4e-780d-47a7-ae1a-1384dd9d08d0,50,12.5,6426794.914237478,6432033.178976479,0.3150460028995162,0.3256419023813714,0.9985051402396353,1.0113900034326635,7743.088059649807,8094.902914769591,-0.09433055713382292,-0.08088999471063417,1.489305021284134,1.666081582309125,0.0006068092200204248,0.0012402218582077372,18190.74860809053,40634.289885380254
668abc4e-780d-47a7-ae1a-1384dd9d08d0,51,12.75,6426604.29804763,6431876.765093058,0.3153442637803868,0.3259557615526522,0.998473622948773,1.0114169690921067,7747.42683201502,8104.751353266989,-0.09443226745584425,-0.08078282599219443,1.4894319165916727,1.6662854968212055,0.0006178365634282558,0.0012670630440326316,18542.085412059056,41614.781601174654
668abc4e-780d-47a7-ae1a-1384dd9d08d0,52,13.0,6426413.244782882,6431720.470457106,0.3156426903507509,0.3262700146208555,0.9984419954221145,1.0114439295025641,7751.844172082733,8114.834808129135,-0.09453582131687174,-0.08067280601154796,1.489559442677146,1.666492069799035,0.0006290341947414704,0.0012945041089599874,18899.674597076166,42621.89986882202
668abc4e-780d-47a7-ae1a-1384dd9d08d0,53,13.25,6426221.744677303,6431564.299226904,0.31594128548597794,0.3265846708191591,0.9984102556510339,1.0114708851456944,7756.341417149858,8125.159763073535,-0.09464127079227738,-0.08055986244670944,1.4896876053778885,1.6667013726563575,0.0006404038308742487,0.0013225602802769585,19263.613698133435,43656.53855060738
668abc4e-780d-47a7-ae1a-1384dd9d08d0,54,13.5,6426029.78767455,6431408.255689643,0.3162400521082547,0.32689973963558777,0.9983784015673304,1.0114978365187368,7760.919922538722,8135.73292370256,-0.09474866978252604,-0.08044392074798024,1.4898164104616416,1.6669134792830222,0.0006519471685736549,0.001351247273014317,19634.001174348796,44719.62998300966
668abc4e-780d-47a7-ae1a-1384dd9d08d0,55,13.75,6425837.363417037,6431252.34426619,0.31653899318709505,0.3272152308217359,0.9983464310409855,1.0115247841351047,7765.581061615798,8146.561227232311,-0.09485807409455778,-0.08032490404877282,1.4899458636181404,1.6671284661555932,0.0006636658820855186,0.0013805813103611524,20010.93637754998,45812.147037406736
668abc4e-780d-47a7-ae1a-1384dd9d08d0,56,14.0,6425644.461234604,6431096.569516079,0.3168381117398422,0.3275311544018735,0.9983143418778131,1.011551728525006,7770.3262257944225,8157.6518527511935,-0.09496954152763418,-0.08020273307185852,1.490075970450253,1.667346412454127,0.0006755616206926253,0.001410579145151866,20394.5195172217,46935.105312616986
668abc4e-780d-47a7-ae1a-1384dd9d08d0,57,14.25,6425451.070132638,6430940.936142721,0.317137410832161,0.3278475206824549,0.9982821318169949,1.011578670236092,7775.156824520234,8169.0122320426,-0.09508313196393953,-0.0800773260307517,1.4902067364646518,1.6675674001855312,0.0006876360061192476,0.0014412580824932906,20784.85162156403,48089.56546910381
668abc4e-780d-47a7-ae1a-1384dd9d08d0,58,14.5,6425257.178779623,6430785.4489988545,0.3174368935785199,0.32816434026205277,0.9982497985284974,1.0116056098341393,7780.074285238,8180.6500610087005,-0.09519890746424943,-0.07994859852592316,1.490338167061995,1.6677915143139466,0.0006998906297954797,0.0014729722196341255,21182.03449438428,49287.88601412733
668abc4e-780d-47a7-ae1a-1384dd9d08d0,59,14.75,6425062.775494074,6430630.113092235,0.31773656314266097,0.3284816240417419,0.9982173396103607,1.0116325479037616,7785.080053338391,8192.57598153686,-0.09531695754088135,-0.07981643867264085,1.490470267526596,1.668018870057168,0.0007123270499733987,0.00151217569146133,21586.17066749247,50747.33177343158
668abc4e-780d-47a7-ae1a-1384dd9d08d0,60,15.0,6424867.848116,6430474.933639642,0.3180364227365408,0.32879938334013736,0.9981847525660944,1.011659485057991,7790.175591693551,8204.852227529509,-0.09543785745524967,-0.07968025624995999,1.4906030429913306,1.668250108047214,0.0007249467833744595,0.0015526170160036028,21997.363184857353,52260.77829396384
668abc4e-780d-47a7-ae1a-1384dd9d08d0,61,15.25,6424672.381782713,6430319.916996357,0.3183364755915385,0.3291176319067948,0.9981520344209465,1.0116864221084723,7795.362372893722,8217.491932842642,-0.09556171876792428,-0.07953991297967676,1.4907364979517856,1.6684853712427563,0.0007377511977997105,0.0015943438491861374,22415.712334060234,53830.76699392179
668abc4e-780d-47a7-ae1a-1384dd9d08d0,62,15.5,6424476.361032569,6430165.069781763,0.31863672498637285,0.32943638400670083,0.9981191820819547,1.0117133599024808,7800.641885232081,8230.508859018448,-0.09568865848250628,-0.07939526447010523,1.4908706366786135,1.6687248095513996,0.0007507416007190183,0.001637406131997409,22841.31839011512,55459.99042003535
668abc4e-780d-47a7-ae1a-1384dd9d08d0,63,15.75,6424279.769774246,6430010.39889241,0.3189371742472121,0.32975565444490695,0.9980861923318431,1.0117402993247393,7806.015632315624,8243.917433202301,-0.0958187993760019,-0.07924615986847659,1.4910054631979088,1.66896858025979,0.0007639192339494242,0.0016818562272078556,23274.281485428124,57151.303321024694
668abc4e-780d-47a7-ae1a-1384dd9d08d0,64,16.0,6424082.59125406,6429855.911515872,0.3192378267477358,0.330075458592652,0.9980530618225206,1.0117672412993464,7811.485132623768,8257.73278887972,-0.09595227035375252,-0.07909244148856223,1.4911409812703846,1.6692168484966037,0.0007772852679878175,0.0017277490661194328,23714.701467604307,58907.73469245399
668abc4e-780d-47a7-ae1a-1384dd9d08d0,65,16.25,6423884.808021138,6429701.615145422,0.31953868590914547,0.3303958124150832,0.9980197870681503,1.0117941867918245,7817.051919010384,8271.970809684122,-0.09608920683110378,-0.07893394441138153,1.4912771943692773,1.66946978773142,0.000790840795974928,0.0017751423062285542,24162.677744116598,60732.50089268379
668abc4e-780d-47a7-ae1a-1384dd9d08d0,66,16.5,6423686.401890294,6429547.517595607,0.3198397552001175,0.3307167325006962,0.9979863644377548,1.0118211368112995,7822.71753814467,8286.648176552264,-0.09622975114422407,-0.07877049605663829,1.4914141056569037,1.6697275803128082,0.0008045868272650594,0.0018240965007727072,24618.309112743675,62629.01994127368
668abc4e-780d-47a7-ae1a-1384dd9d08d0,67,16.75,6423487.353902412,6429393.627018782,0.3201410381366945,0.3310382360926261,0.9979527901473197,1.0118480924128175,7828.483549885843,8301.78241853346,-0.09637405299273624,-0.07860191572228634,1.4915517179597906,1.6699904180493137,0.0008434007967939131,0.0018746752812324277,25843.974148943493,64600.92712450103
668abc4e-780d-47a7-ae1a-1384dd9d08d0,68,17.0,6423287.644282145,6429239.951922674,0.32044253828210817,0.33136034112193224,0.9979190602513534,1.011875054699813,7834.52411278145,8317.391967591291,-0.09652226991711188,-0.07842801408935393,1.4916911852495984,1.6702585028374322,0.0008602946807988506,0.0019269455539742716,26402.343991258826,66652.09204779315
668abc4e-780d-47a7-ae1a-1384dd9d08d0,69,17.25,6423087.252392692,6429086.497808614,0.3207442658932643,0.3316830662430337,0.9978851706338562,1.011902024434969,7840.687861949909,8333.496217773329,-0.0966745510785669,-0.07824859606746433,1.4918314858621136,1.6705320437686888,0.0008775282633613009,0.001980977705839124,26973.633187323536,68786.63706606186
668abc4e-780d-47a7-ae1a-1384dd9d08d0,70,17.5,6422886.156722109,6428933.273577343,0.3210462253837168,0.33200643087138115,0.9978511169998756,1.0119290027813457,7846.9774955282455,8350.115588378243,-0.0968310691859994,-0.07806345406797979,1.4919726277275167,1.670811264333411,0.0008951073072806592,0.0020368458350797807,27558.141203256702,71008.95776993368
668abc4e-780d-47a7-ae1a-1384dd9d08d0,71,17.75,6422684.334801389,6428780.288525399,0.3213484212557247,0.33233045522376264,0.9978168948641586,1.0119559909563147,7853.395765241112,8367.271593687301,-0.09699200631055505,-0.07787237023075384,1.492114618476662,1.6710964002371262,0.0009130375717632765,0.002094628000769879,28156.172768023207,73323.74547128692
668abc4e-780d-47a7-ae1a-1384dd9d08d0,72,18.0,6422481.763149281,6428627.552367074,0.3216508581014127,0.3326551603612744,0.9977824995400622,1.0119829902346653,7859.945476676495,8384.986917880187,-0.0971575545277815,-0.07767511576240717,1.4922574654038432,1.6713877002575326,0.0009313248022385987,0.0021544064902044554,28768.037755235622,75736.0118030128
668abc4e-780d-47a7-ae1a-1384dd9d08d0,73,18.25,6422278.417213088,6428475.075257871,0.321953540603875,0.3329805682352318,0.9977479261276423,1.0120100019519283,7866.6294894707435,8403.285496281169,-0.0973279166140526,-0.07747145022095095,1.492401175426641,1.6716854271759025,0.0009499747191521053,0.0022162681085525276,29394.05103597021,78251.11577275177
668abc4e-780d-47a7-ae1a-1384dd9d08d0,74,18.5,6422074.271305073,6428322.867819574,0.32225647353821313,0.33330670173626853,0.9977131695008484,1.0120370275079376,7873.450717391385,8422.192603576303,-0.09750330680275726,-0.07726112074148185,1.4925457550426384,1.6719898587906632,0.0009689930056459404,0.0022803044929816446,30034.532299215687,80874.793557287
668abc4e-780d-47a7-ae1a-1384dd9d08d0,75,18.75,6421869.298534074,6428170.941167078,0.32255966177249723,0.3336335847468971,0.997678224293739,1.0120640683706512,7880.412128304971,8441.734949718279,-0.09768395160640007,-0.07704386119706158,1.4926912102827692,1.6723012890218376,0.0009883852940292073,0.002346612453736078,30689.80583618248,83613.19136289314
668abc4e-780d-47a7-ae1a-1384dd9d08d0,76,19.0,6421663.470731889,6428019.306937125,0.3228631102686387,0.33396124219783296,0.997643084885628,1.0120911260802528,7887.516744015849,8461.940784321707,-0.09787009071150082,-0.0768193912882007,1.4928375466610528,1.6726200291161035,0.0010081571509314951,0.002415294344939698,31360.20028430865,86472.90172117809
668abc4e-780d-47a7-ae1a-1384dd9d08d0,77,19.25,6421456.758373935,6427867.977319097,0.3231668240831609,0.3342897001284152,0.99760774538506,1.0121182022535582,7894.7676399603015,8482.840010449738,-0.09806197868147477,-0.07658741555357929,1.4929847691204479,1.672946408963454,0.001028314061023025,0.0024864584682364964,32046.048326335545,89461.00364151708
